Alignment ID,Average Rt(min),Average Mz,Metabolite name,Adduct type,Post curation result,Fill %,MS/MS assigned,Annotation tag (VS1.0),RT matched,m/z matched,MS/MS matched,Manually modified for quantification,Manually modified for annotation,S/N average,Spectrum reference file name,MS1 isotopic spectrum,MS/MS spectrum,KB,KB.1,KB.2,KF,KF.1,KF.2,KN,KN.1,KN.2,YB,YB.1,YB.2,YF,YF.1,YF.2,YN,YN.1,YN.2,YPF,YPF.1,YPF.2,Blood,NIAO
7396,18.514,287.23645,Unknown,[M+H]+,ion correlated with 9112; found in higher mz's MsMs_8600; similar chromatogram in higher mz_9112; found in higher mz's MsMs_9081,0.19,True,999,False,False,False,False,False,87.82,KB2,287.23581:3490613 288.23916:830829 289.24252:96476,55.0549:3555 57.0704:11155 67.05486:5645 69.07067:6762 70.06554:3713 71.08604:9204 79.0544:9360 81.07058:9395 83.08583:3976 85.10192:5518 91.05471:20006 93.06998:11731 95.08614:8170 95.76239:2797 97.06504:3278 100.34451:2891 105.0703:66624 106.08667:4465 107.08639:5846 109.10167:3199 117.06943:23974 119.08565:11817 119.3659:2926 121.10122:5954 129.06929:15876 131.08571:28944 133.1013:11484 143.08562:10653 145.10152:12147 147.11633:5929 157.10156:17850 159.1165:4755 161.09531:3822 161.13214:5234 171.11676:21177 173.13219:7623 175.11281:8089 175.14798:5276 185.13336:8797 189.12651:3084 189.16351:7253 199.14737:7995 201.16411:3498 203.17874:7364 213.16438:3565 227.1779:5071 243.20901:5419 269.2261:36266 270.2298:5029 287.23679:96020,0,3490613,3748432,241048,241048,241048,4001,0,0,1420590,13137917,10749134,1403019,45322,60829,1864592,0,0,164533,28047,35055,8435880,621531
7424,8.909,288.19016,Unknown,[M+H]+,ion correlated with 5920; ion correlated with 10528,0.048,True,999,False,False,False,False,False,12.25,YPF3,288.19016:12088817 289.19351:2184594 290.19687:0,55.05478:29832 56.05018:17878 57.07057:8160 58.04086:54354 58.06549:4214 59.02469:6530 67.05476:34209 68.04969:4232 69.04546:88868 69.07053:46972 70.0658:10536 71.04938:4177 71.0863:5305 72.08108:6458 74.0605:3772 76.05096:235280 77.04736:3519 79.05482:41800 81.07032:68889 82.06597:28018 83.04958:8127 83.0862:6792 84.08117:4644 86.03532:20545 91.05424:12953 93.07051:86757 95.04969:3957 95.08574:34479 96.05593:15609 96.08088:19510 97.06464:13726 97.10197:20221 98.02393:5805 104.04581:20899 105.06979:9381 107.08595:9864 109.10122:5142 110.09683:6879 111.11725:4397 114.0661:6125 121.10072:32510 124.08689:3992 131.08517:4104 138.12752:83660 139.11179:13336 140.1429:10457 159.11583:3720 166.12306:20227 168.10197:8076 170.18391:3978 175.03941:17917 176.04536:4336 182.15428:14140 184.13376:21999 192.18648:3451 202.14432:22864 210.14705:12746 213.05434:4091 221.04337:4914 229.08533:12469 229.14452:13198 247.09543:56553 248.09676:4404 248.64615:3631 252.17041:26213 257.07956:6679 259.06116:104077 270.18225:209936 271.18268:19106 274.08618:5165 281.27777:3508 288.18927:688680,0,0,0,132968,132968,132968,13121,12026,28660,0,0,6958,309198,410869,206193,1674409,1758887,1857986,3216808,105053,12088817,2319,1763761
7462,12.086,289.10602,Unknown,[M+H]+,similar chromatogram in higher mz_10213,0.048,True,999,False,False,False,False,False,6.23,YPF3,289.10602:10808348 290.10937:2534254 291.11273:1608733,55.05467:13355 57.03419:4028 57.07057:13609 59.04964:3351 61.60627:3601 67.05457:7767 71.08574:5159 79.05473:9335 81.07024:8073 83.08548:4198 91.05437:16619 93.07044:9817 93.65046:3190 95.08573:9255 105.06979:11027 107.08594:6326 109.06556:5254 110.07711:3557 117.07022:7620 117.4773:3213 119.08528:18340 121.06533:5853 127.03948:3763 131.04959:4315 131.08517:4053 133.06435:4614 135.07974:6508 135.37352:3503 143.08664:3734 145.06612:7366 147.08018:6953 153.09106:3643 159.07967:11135 160.08719:4984 161.09656:5530 163.07698:4532 189.01724:3357 193.12222:3542 200.67981:3426 203.07076:12892 217.04987:121628 218.05403:7245 222.03464:3352 231.06458:69183 231.13771:3562 232.06694:3683 240.08736:3281 243.06416:14293 253.15736:3966 257.07925:30174 259.06107:979558 260.06406:73843 271.17053:11553 274.08191:189803 275.08728:13638 289.10544:772758 289.17841:100239,0,0,0,10677,10677,10677,274563,431222,405843,256855,232081,205288,690539,1014085,744237,8292058,11121318,12108334,339050,664649,10808348,231408,10507237
7463,9.572,289.10623,Unknown,[M+H]+,ion correlated with 3168; ion correlated with 5995; ion correlated with 8168; ion correlated with 3726; ion correlated with 5274; ion correlated with 7587,0.048,True,999,False,False,False,False,False,10.98,YN2,289.10623:8282587 290.10958:779591 291.11294:3208906,55.01805:9601 55.05484:7753 67.05425:14130 69.07005:8664 71.08595:5225 79.05431:13241 81.07023:21872 83.04911:7030 84.08119:59697 85.0646:7179 85.08453:30127 91.05433:20374 93.0706:16107 95.0491:8827 95.08514:14155 99.081:4800 103.90129:3728 105.07011:13877 107.04844:9739 107.08521:9094 109.0648:5898 109.10046:4608 111.04319:3819 111.07982:7462 119.04854:7942 119.0855:6313 121.06442:10998 121.10107:5109 121.52048:3485 123.04389:9165 123.08014:3946 129.06952:5580 129.10152:10461 130.10475:4740 131.08556:10916 133.02835:5288 133.10114:11974 135.08067:101397 135.11737:6092 136.08325:18755 137.05997:23589 138.02936:7139 143.08543:5240 145.10135:8344 147.04341:5016 147.11615:8082 149.05931:8497 149.09555:6315 151.03938:4721 151.11159:3965 153.0544:35296 154.05711:6468 157.10088:3942 175.0379:6290 175.1104:5095 177.05365:4810 177.1274:6859 182.15482:7162 183.15709:16246 189.05476:6123 189.12628:4927 193.12308:52755 194.12437:9203 195.10275:8091 195.13635:3630 202.0325:6499 203.03294:6596 204.04088:4735 207.06474:6484 211.07523:8447 217.0502:23042 219.06589:4838 221.04402:14505 231.06517:21750 232.03412:5977 233.04634:10902 235.02242:11512 235.13179:9826 236.13684:3957 243.06131:4781 244.067:16855 247.0226:4207 247.05942:6418 249.11234:6837 253.14285:15667 254.14655:6573 256.07086:8060 257.08044:26721 258.04868:4443 258.08405:4716 259.05804:529289 260.06128:48527 270.19156:4739 271.09515:6066 271.13327:5930 272.06711:5825 273.07013:101915 273.15131:4740 274.08429:62237 275.0881:5237 288.09369:66207 288.1994:7419 289.069:27503 289.10629:578939,0,0,0,48044,48044,48044,199786,170265,169976,54117,49886,51499,157381,204233,168467,1711564,8282587,2266012,0,23320,446367,51834,4086721
7471,18.086,289.14355,Unknown,[M+2H]2+,ion correlated with 12280,0.143,True,999,False,False,False,False,False,62.07,YB1,289.14331:10617383 290.14666:1286318 291.15002:0,50.04173:2818 57.07072:6239 70.06599:2985 75.4471:2817 90.69385:3069 94.0655:3825 98.59919:3064 106.0658:5278 124.22762:3600 131.07272:5134 144.08069:4011 187.07608:3943 193.12274:3601 194.0833:4578 200.58873:11649 201.09079:6593 202.10057:6505 205.58356:5810 206.588:7188 207.09325:21364 207.59413:13819 208.09962:25112 208.60191:9806 209.10857:7322 209.60841:3981 211.07808:4285 213.09326:4637 214.09984:37471 214.60228:42884 215.10789:45209 215.61125:24003 216.11339:8238 217.0838:4351 218.08519:4496 218.58694:10839 219.09044:15265 219.59567:9238 220.09956:9407 220.59897:4182 221.1067:15766 221.61197:15374 222.11372:103123 222.61728:51544 223.12175:123591 223.62497:43492 224.12703:4818 225.59476:9311 226.10001:49074 226.60066:14488 227.10669:27940 227.61008:6346 228.09607:11481 228.60008:4597 229.12202:46913 229.62389:16179 231.12186:16453 233.10635:28395 233.61101:72973 234.11359:30421 234.61972:16938 235.1044:7032 235.12149:5722 235.60774:13081 236.10927:7147 238.12799:12729 238.62711:4796 241.12167:180907 241.62289:92344 242.12981:60720 242.63161:16867 243.11853:107291 243.62326:30772 244.12488:7051 248.13454:3807 249.18315:4443 250.12924:20835 250.6293:6945 252.12585:81929 252.62822:33198 259.13388:40885 259.63593:18995 264.12534:147055 264.62668:67019 288.28741:24196 289.14417:16823,476315,582491,442519,0,0,0,14244,73379,88815,10617383,493891,410408,12355233,1023500,1290416,15276897,333895,0,0,2254,16936,3840561,5203597
7478,8.174,289.17471,Unknown,[M+H]+,,0.19,True,999,False,False,False,False,False,126.16,YF2,289.17548:4052444 290.17883:880768 291.18219:663117,53.03964:3275 55.01876:6163 55.05522:38903 56.05019:255500 57.0343:3583 60.04501:3933 67.05473:23775 68.05035:8756 69.07051:9687 70.06593:8238 71.05008:6217 72.04524:10750 72.08121:5471 74.02438:10403 74.06065:197761 79.0549:42617 81.03371:5396 81.07051:29074 82.06592:12288 83.04974:9892 83.08635:13283 84.04478:11090 84.08132:7148 85.0288:8072 85.06599:5366 86.09685:6430 87.0448:4643 90.91943:6652 91.05524:13568 93.07088:17956 95.04987:9260 95.08591:11423 97.06572:6505 97.10201:9978 98.06001:7838 102.05491:38910 105.06999:11578 107.04937:10047 107.08619:16788 107.34303:3424 109.06468:5543 109.10142:8353 112.07557:5065 114.05592:3099 115.07461:4064 117.07044:10450 119.04964:3456 119.08537:11409 120.0661:42756 122.02754:6073 123.04375:3950 124.11191:30571 125.09604:6542 127.07504:4099 128.0712:4687 130.04973:5771 131.08542:9006 132.10184:4542 133.10098:5365 134.09679:4596 135.07999:9295 137.05914:20899 137.09586:4204 140.07082:5253 145.07632:8304 147.11768:4380 149.09712:6448 152.10634:14246 157.10071:4167 160.07596:3214 161.09686:3554 163.61977:3649 170.11655:21194 172.13361:5668 179.07013:3484 185.13293:3247 197.13145:3458 210.05501:3520 217.12303:3938 235.13153:8061 254.13858:14361 259.06131:18334 272.14728:48654 273.1553:4201 289.10648:16255 289.17593:130746,18143,0,9338,5166353,5166353,5166353,164399,258434,210595,2221899,2069951,2336376,3180263,4052444,3251440,120020,177630,146966,116087864,6101926,380324736,2209409,148205
7481,5.426,289.186,Unknown,[M+H]+,,0.048,True,999,False,False,False,False,False,10.78,YPF2,289.186:9377156 290.18935:1369591 291.19271:115978,55.05499:10023 56.05016:52738 57.03415:3882 58.04044:28830 60.0449:5913 60.05593:13445 64.50919:3226 67.05469:5778 68.04981:13100 69.04511:25206 70.06559:39817 71.04975:22881 71.08592:4951 72.04491:171438 72.08159:20440 72.26153:2915 74.02388:12154 74.06032:37178 76.05131:99621 79.05441:3277 81.03395:7135 84.04434:5966 84.08089:4093 85.07598:3268 86.06007:5076 87.02283:2987 88.03941:7883 88.07644:23401 91.49731:3040 95.04953:3577 95.08557:12777 96.05605:34162 96.08079:4201 97.02823:7231 98.06063:4295 98.09656:9141 99.04413:4250 99.07966:7786 102.05475:16782 105.07079:2900 108.04446:3608 109.02888:5746 110.07169:5976 111.04403:5121 113.09618:6724 113.2972:3814 116.08229:49918 118.04975:166311 119.05331:6235 127.03846:11359 128.08252:19443 130.12305:5872 138.10181:6233 138.12798:4155 140.11832:7071 140.14349:9389 142.09743:4606 142.12154:3375 144.10229:5255 150.12677:5047 156.11275:76114 156.1385:9026 157.11819:3876 160.07114:166334 161.07437:3507 164.47151:3391 168.13847:162977 169.14149:7256 172.0961:3742 175.11789:5117 182.15356:4319 183.1579:12952 184.13264:3535 188.13983:11730 214.1434:8385 230.07809:4071 240.13316:3993 257.16165:55610 271.20483:3750 288.2085:12096 289.18546:216304,0,0,0,64726,64726,64726,17401,48533,25765,51576,31288,23275,158132,224041,201060,2520607,2694454,2888197,604283,9377156,13016244,35380,2701086
7486,4.93,289.18661,Unknown,[M+H]+,,0.143,True,999,False,False,False,False,False,15.46,YN1,289.18661:7814310 290.18996:1494050 291.19332:88257,56.05024:41076 58.04092:4588 60.04508:11596 60.05611:5700 68.05042:3903 69.04559:83723 69.07059:3560 70.06601:7331 71.04964:44432 72.04479:16604 72.08129:7568 74.02456:26000 74.06081:33639 79.05497:5382 81.03381:7775 81.07048:7897 84.04487:13636 84.05583:3545 84.08069:4096 86.03561:5746 86.06059:6083 88.076:83926 96.05632:93851 96.08122:9262 97.05948:3781 98.06013:6554 98.09697:13670 99.07912:7736 102.05515:33296 105.07011:3834 105.11507:3093 108.04477:3375 109.02917:6413 110.07197:12191 113.09673:14613 114.09186:6912 116.08231:16841 118.04969:4411 120.08132:11191 121.06442:3481 126.05569:11386 126.10268:3405 128.08231:30113 135.07568:4541 137.05948:3973 138.05551:5968 138.10309:18861 139.11064:7046 140.11815:10894 150.0549:5299 156.11394:261224 157.11583:8416 168.06528:6550 188.13853:31800 189.12381:4235 212.14072:7949 213.17003:5558 228.08632:8123 239.14888:3759 240.13374:19447 257.16238:283020 258.16278:19127 259.05798:6591 289.11096:6549 289.18561:203287,0,0,0,130449,130449,130449,12736,24294,13579,350742,368940,390046,808003,1084267,842347,7814310,6682666,7005595,2693257,2280628,12719916,369909,7167524
7521,12.974,290.26834,Unknown,[M+H]+,,0.286,True,999,False,False,False,False,False,18.97,KN1,290.26843:9850824 291.27178:2276894 292.27514:190180,53.00277:3095 55.05488:7842 57.07048:65018 58.06572:9896 67.05483:8272 69.07011:6190 70.06561:108474 71.04965:5745 71.08605:15187 79.05437:6383 81.07056:9169 83.04919:4617 84.08149:3417 85.10114:7852 88.07615:155067 89.07928:3575 91.0546:5735 93.06995:10367 95.0861:13792 97.06501:5754 102.09153:101761 105.0702:11119 107.08556:14978 109.06598:3926 109.10164:4881 111.08102:3574 117.06947:5001 119.08561:6898 122.02651:5737 131.08568:4901 132.1021:4094 133.10126:5891 135.11749:6985 143.08557:3169 145.09981:5271 146.1179:4927 147.11627:3836 157.08609:5928 157.09915:3652 159.11644:4719 164.0377:3982 166.08504:5381 181.12181:4258 184.20752:6945 216.778:3241 219.13681:4943 228.23358:245742 229.23396:22982 237.14856:5053 241.19991:3318 255.15646:5421 272.25876:15804 273.15582:4773 273.18582:4254 290.27081:403996,1896,4049,6871,5864,5864,5864,9850824,10435306,10593166,642638,750850,500588,4639,0,0,9956909,9564057,8670189,0,0,371155,631359,9397052
7525,14.535,291.06107,Unknown,[M+H]+,,0.095,True,999,False,False,False,False,False,11.45,YPF1,291.06107:5982972 292.06442:1707626 293.06778:0,55.05466:4202 65.03925:3119 67.05476:4494 69.0706:3574 70.91805:3302 71.16621:3282 74.27222:3458 81.07002:5124 84.16074:2556 91.05496:4102 95.08568:4365 101.36804:2713 105.06989:4477 107.08606:4370 119.08547:6413 131.08572:5466 145.10178:4194 219.06512:7167 227.20294:3189 243.06441:5581 249.14922:6850 273.18549:7822 291.06442:41158 291.12048:14335 291.19693:5208,0,0,0,0,0,0,0,0,0,0,11065,0,0,0,0,1367520,3938502,791308,5982972,3388930,8816438,3688,2032443
7527,9.591,291.07715,Unknown,[M+H]+,,0.048,True,999,False,False,False,False,False,5.01,YF2,291.07715:3777240 292.0805:853847 293.08386:510241,53.03927:6723 55.01837:9081 55.05479:16422 57.03389:4160 59.04974:3458 67.05476:24173 69.0705:6009 72.08121:12088 79.05496:20953 81.03371:7897 81.07047:31405 83.08635:8916 85.06524:3219 90.91779:5396 91.05441:18052 93.07:16124 95.04997:18377 95.0859:12544 97.10109:3782 99.04348:6299 105.07047:15596 107.04936:10053 107.08613:10710 109.06515:16872 109.10141:4717 115.05353:3255 117.06923:9473 119.08536:14295 121.06554:9427 121.10092:8466 123.07999:5495 123.11626:4092 125.09603:4483 126.022:6613 128.06157:4088 129.06937:7897 131.0854:11614 133.10098:9283 135.07999:13212 135.11722:6500 141.00934:5950 143.08527:3509 145.10117:8009 146.05962:20945 147.11597:5160 149.09538:8800 154.07687:4107 157.10069:4892 159.01907:6395 159.1161:4513 160.15088:5080 161.09685:4397 166.08742:16527 171.11653:4633 173.05167:24668 188.08211:3222 201.0473:144682 202.0486:6031 205.05048:7665 219.05638:748960 220.05885:37898 243.06036:11955 245.07147:157993 245.12607:9382 246.0751:7134 249.07475:4475 263.13855:4224 273.07394:9109 273.18524:10290 291.07858:208650 291.1257:31467 291.19589:19392,9676,0,0,43241,43241,43241,0,2742,0,121199,68298,72295,2816864,3777240,3222432,783870,2196045,1179904,118106,178052,562383,87264,1386606
7529,8.466,291.08551,Unknown,[M+H]+,ion correlated with 6801; ion correlated with 12292; ion correlated with 2557; ion correlated with 12426; ion correlated with 12322; ion correlated with 11468,0.095,True,999,False,False,False,False,False,10.45,YPF1,291.08517:3953791 292.08852:815576 293.09188:166103,52.98093:2654 55.01864:3085 60.66751:2816 65.03939:23638 67.05492:16896 72.04421:3290 80.65282:2999 81.03403:3630 84.99947:3035 91.05412:5710 93.034:27806 95.04962:9797 95.08566:3305 97.02845:37392 107.05032:3863 109.02898:3897 110.03565:7222 111.04414:7170 115.05473:9138 121.02905:8129 123.0439:4385 124.0519:10089 125.05908:3705 128.06194:25789 129.0699:83305 129.96565:3293 130.07391:4784 131.04871:5519 137.05974:3894 139.03784:4473 139.05495:12127 141.07042:21918 145.06363:5527 147.04385:4539 149.06152:3351 151.03815:22452 151.81924:3094 155.04895:3838 155.05994:7689 156.05721:6708 157.06438:87574 158.06958:4085 161.05901:7703 167.03572:4870 167.04762:26394 169.0647:22721 171.0795:3646 172.0513:3305 173.05956:3642 174.06792:11727 175.07631:4509 177.05476:3911 180.79276:3394 183.04294:4232 184.05228:11221 185.06068:29415 186.06487:4119 187.07507:11015 188.084:20776 189.0562:7076 189.0907:61824 190.09587:5177 195.04233:7601 195.94182:3496 199.07404:39841 200.04738:3221 200.07959:3641 202.06154:4153 203.07043:3469 207.06668:6334 208.68681:3293 212.04614:8902 213.05412:13669 214.06041:7253 215.07085:10149 217.086:53532 218.09055:5088 224.92719:6511 227.07011:33969 245.082:92874 246.08589:9530 273.07416:12795 290.17227:3882 291.08386:102831,0,0,0,8520,8520,8520,21648,39796,17304,73046,36264,11984,421128,399345,356273,368085,671726,982344,3953791,631815,11723115,40431,674052
7530,13.178,291.08591,Unknown,[M+H]+,,0.143,True,999,False,False,False,False,False,19.32,YB1,291.08588:4032381 292.08923:887914 293.09259:572013,57.07032:10466 67.01833:3619 70.06561:20110 71.08594:4429 88.07596:33719 102.09141:16997 132.40919:3429 151.03937:7258 161.06018:6471 187.0397:3970 189.05481:70072 190.05959:4629 199.07515:6697 201.05565:12808 202.06244:4126 203.07198:21678 205.05072:134317 206.05402:7556 216.04111:10649 217.05061:15241 217.08641:26268 219.02896:8778 219.06552:23407 227.07045:25947 228.23335:45262 229.04982:6128 229.23402:13641 230.05602:37143 231.06175:5002 241.08601:3895 243.06398:18282 245.07907:617884 246.08286:46778 273.07431:147159 274.07837:10377 290.27072:83498 291.08832:25800 291.12131:64965 291.27084:31965,0,0,0,9934,9934,9934,25748,23565,0,4032381,4053926,3818006,466531,614196,422642,1137516,1502676,1597688,74326,188094,425990,3968104,1412627
7533,12.554,291.12006,Unknown,[M+H]+,,0.19,True,999,False,False,False,False,False,13.55,KN1,291.1192:5063193 292.12255:637643 293.12591:1182005,67.05484:10290 69.07011:7068 71.04966:4662 79.05438:12294 81.07056:11303 91.05461:6968 93.06996:11988 95.05006:5442 95.08611:9763 105.07021:5894 107.08531:9596 109.10165:5966 111.07993:4928 119.08562:6318 121.06454:6005 121.10119:4299 122.0278:3745 129.06964:3598 131.08569:6949 133.10127:5730 135.08028:3009 141.07001:3618 143.08557:4785 145.10149:10986 146.05931:4059 147.11798:3574 149.0957:3057 151.11174:11296 155.37125:3486 157.08609:7595 159.08029:3499 159.11646:6585 161.13211:3087 163.11121:4081 165.09087:6050 166.08708:12920 169.10126:3331 177.12758:3875 181.12183:4413 187.1127:6059 189.12646:4231 191.10524:4556 211.13069:3965 215.10785:3818 219.13683:5906 221.791:3180 233.11743:11943 237.14859:4135 251.12703:9260 255.16034:4635 273.15158:5717 291.12155:316648,15373,0,0,24344,24344,24344,5063193,5066490,5587670,1065642,818552,975472,3603987,5144190,4640612,5884703,5811220,5886085,1943069,1924245,2342504,953222,5860669
7534,12.48,291.121,Unknown,[M+H]+,,0.048,True,999,False,False,False,False,False,4.13,YPF3,291.121:12732631 292.12435:2800426 293.12771:3939008,55.05467:8048 57.07057:3592 59.04964:11220 63.01485:3527 67.05458:5981 79.05473:14107 81.07024:15591 83.0503:4455 91.05425:11448 93.07044:6371 95.08573:9720 105.0698:8850 107.05022:5810 107.08595:3650 109.06556:4377 117.07023:3529 119.08515:3556 120.88362:4310 121.06406:3851 121.10197:3508 123.08107:4520 129.06914:5307 133.10074:7114 145.10092:5759 147.1174:3796 149.09512:4081 151.03894:5460 157.10229:5810 161.05974:9267 163.11255:3857 176.04536:9741 189.05458:26050 191.06952:24804 192.04245:3913 201.05508:10315 202.06187:14561 203.03235:4704 204.04059:20721 205.05009:161662 206.05606:20349 207.06413:3788 215.07103:10979 217.0495:35740 218.0571:14041 219.06526:177939 220.06799:11964 226.06078:5629 231.06442:9769 233.07939:6060 240.07677:14803 241.08502:60829 243.06413:551938 244.06992:40036 257.07956:11609 258.08789:19860 259.09674:6358 273.11191:188344 273.18472:9592 274.1163:11662 276.0983:10355 291.12042:802457,15373,0,0,2295,2295,2295,575011,806093,467372,1922116,1732705,1952966,5340876,6951930,5506488,5188794,5705818,5692036,588325,668855,12732631,1869262,5528883
7535,11.229,291.12119,Unknown,[M+H]+,similar chromatogram in higher mz_8249; similar chromatogram in higher mz_8360,0.476,True,999,False,False,False,False,False,453.21,YB1,291.12247:85505528 292.12582:18547060 293.12918:1971691,59.04985:55541 67.01833:8166 85.02888:9135 121.02778:11779 151.03937:20131 161.05824:17395 169.04895:9429 176.04807:15005 189.05418:55375 190.06207:20255 191.06937:58430 192.04045:16379 195.02779:17320 201.05331:52734 202.05971:24871 204.04062:36224 205.0506:181075 206.05681:15123 215.07162:12485 217.05046:137009 218.0576:105061 219.0658:658745 220.06819:63593 231.06506:8437 233.08005:29574 240.07745:13369 241.086:46145 243.06477:483926 244.06789:46731 258.08792:18997 273.11267:78308 274.11279:9406 276.09909:8351 291.12131:1689322,174084,147885,165984,655849,655849,655849,1276764,1209221,1287863,85505528,91383472,99493424,331503648,435170880,316926528,73937688,70960416,69286456,9052277,14847901,1752996608,92127475,71394853
7537,11.308,291.12189,Unknown,[M+H]+,similar chromatogram in higher mz_8361,0.095,True,999,False,False,False,False,False,365.19,YPF1,291.12216:532824224 292.12551:127102400 293.12887:13705194,59.04977:163087 67.01826:16182 69.03407:11700 79.05441:11686 81.06994:6503 85.0286:22334 91.05487:9233 92.99708:16561 93.03366:12109 93.07027:7305 95.04954:8129 105.06978:8565 107.04918:6898 117.06919:7086 121.02894:6510 133.0648:13622 135.04453:6934 135.08025:6840 145.06517:10622 147.04373:8685 148.05164:6745 149.05966:6797 151.03807:56917 161.05898:55372 163.07469:23188 167.07039:6767 169.04976:13751 173.05939:22579 175.03882:9970 175.07616:11332 176.04692:42792 177.05461:12900 179.03499:7174 189.05362:82497 189.09056:6275 190.06134:54066 191.06882:156251 192.04152:34026 192.07465:8687 193.04782:14231 195.02928:45292 201.05447:141408 202.06175:69414 203.03458:10222 203.07025:13877 204.04228:73865 205.04968:477228 206.0527:53144 207.06367:17821 215.07066:14390 216.04015:6246 217.04941:335147 218.05687:214064 219.06488:1652874 220.06749:138184 226.06055:6454 231.06435:29020 233.07928:80585 234.08475:8442 239.07097:5659 240.07619:22862 241.08521:118594 242.08952:12542 243.06416:1264978 244.06993:134359 245.08199:8080 250.04645:27352 251.05446:8959 257.07977:21367 258.08722:57975 259.09698:15927 273.11218:209349 274.11682:20747 276.0979:24065 291.12128:3603322,25684,16175,21965,102566,102566,102566,557868,570314,602040,10687638,10789923,11657106,47774988,76031952,66891360,14430747,12513816,15230816,532824224,563699840,351536896,11044889,14058460
7538,8.873,291.12274,Unknown,[M+H]+,ion correlated with 8965; ion correlated with 8058; found in higher mz's MsMs_7555; found in higher mz's MsMs_12357,0.143,True,999,False,False,False,False,False,17.68,YN1,291.12149:10026453 292.12484:1860625 293.1282:0,55.01843:12564 59.04987:17037 67.05477:6224 68.9977:6575 79.05496:5448 81.07047:3595 91.05451:10121 93.07071:6533 103.05477:7853 105.07005:16371 115.05366:4546 117.07056:7979 119.04976:3880 121.02779:4279 121.06441:8658 126.1685:3568 131.04855:11017 133.06473:9389 135.08014:6273 137.05946:3582 145.06487:6606 147.0434:5703 149.0593:10891 151.07458:3696 159.04398:4181 161.06029:22392 163.07549:14238 173.05852:4415 175.03789:8065 175.07523:5752 176.04585:8877 177.05363:15097 179.03395:4713 187.0761:4685 189.05475:265325 190.05951:16439 191.07021:31863 195.07947:3757 199.07516:7006 201.05565:9731 202.06244:6112 203.07133:4862 204.04112:33503 205.04803:102452 206.05682:12620 207.06473:10267 213.09033:5023 215.07155:28741 217.05045:18846 218.05789:15664 219.06587:209248 220.07161:29592 221.04428:19883 221.08141:3835 227.07021:33345 229.086:4312 233.04295:13411 233.07953:19670 240.07747:6628 241.08609:53783 242.05811:7451 243.0649:185252 244.06703:12113 249.07471:25688 257.08029:11992 258.08795:14887 259.06192:9048 260.06137:16675 273.1127:134581 274.11282:7971 290.11102:57167 291.12131:914839,19045,19997,9539,68968,68968,68968,154964,307691,221586,251014,163873,123223,478557,538104,547482,10026453,10519180,9271959,0,141999,0,179370,9939197
